carrier_name,date,distance flown
Southwest Airlines Co.,2013-04-05,33599
Southwest Airlines Co.,2013-04-06,27865
Southwest Airlines Co.,2013-04-07,27684
Southwest Airlines Co.,2013-04-08,33599
Southwest Airlines Co.,2013-04-09,33599
Southwest Airlines Co.,2013-04-10,33599
Southwest Airlines Co.,2013-04-11,33599
Southwest Airlines Co.,2013-04-12,33599
Southwest Airlines Co.,2013-04-13,27865
Southwest Airlines Co.,2013-04-14,32163
Southwest Airlines Co.,2013-04-15,33599
Southwest Airlines Co.,2013-04-16,33599
Southwest Airlines Co.,2013-04-17,33599
Southwest Airlines Co.,2013-04-18,33599
Southwest Airlines Co.,2013-04-19,33599
Southwest Airlines Co.,2013-04-20,25549
Southwest Airlines Co.,2013-04-21,32163
Southwest Airlines Co.,2013-04-22,33599
Southwest Airlines Co.,2013-04-23,33599
Southwest Airlines Co.,2013-04-24,33599
Southwest Airlines Co.,2013-04-25,33599
Southwest Airlines Co.,2013-04-26,33599
Southwest Airlines Co.,2013-04-27,25549
Southwest Airlines Co.,2013-04-28,32163
Southwest Airlines Co.,2013-04-29,33599
Southwest Airlines Co.,2013-04-30,33599
Southwest Airlines Co.,2013-05-01,33599
Southwest Airlines Co.,2013-05-02,33599
Southwest Airlines Co.,2013-05-03,33599
Southwest Airlines Co.,2013-05-04,25549
Southwest Airlines Co.,2013-05-05,32163
Southwest Airlines Co.,2013-05-06,33599
Southwest Airlines Co.,2013-05-07,33599
Southwest Airlines Co.,2013-05-08,33599
Southwest Airlines Co.,2013-05-09,33599
Southwest Airlines Co.,2013-05-10,33599
Southwest Airlines Co.,2013-05-11,25549
Southwest Airlines Co.,2013-05-12,32163
Southwest Airlines Co.,2013-05-13,33599
Southwest Airlines Co.,2013-05-14,33599
Southwest Airlines Co.,2013-05-15,33599
Southwest Airlines Co.,2013-05-16,33599
Southwest Airlines Co.,2013-05-17,33599
Southwest Airlines Co.,2013-05-18,25549
Southwest Airlines Co.,2013-05-19,32163
Southwest Airlines Co.,2013-05-20,33599
Southwest Airlines Co.,2013-05-21,33599
Southwest Airlines Co.,2013-05-22,33599
Southwest Airlines Co.,2013-05-23,33599
Southwest Airlines Co.,2013-05-24,33599
Southwest Airlines Co.,2013-05-25,24113
Southwest Airlines Co.,2013-05-26,26810
Southwest Airlines Co.,2013-05-27,31979
Southwest Airlines Co.,2013-05-28,33599
Southwest Airlines Co.,2013-05-29,33599
Southwest Airlines Co.,2013-05-30,33599
Southwest Airlines Co.,2013-05-31,33599
Southwest Airlines Co.,2013-06-01,25549
Southwest Airlines Co.,2013-06-02,34333
Southwest Airlines Co.,2013-06-03,36455
Southwest Airlines Co.,2013-06-04,36455
Southwest Airlines Co.,2013-06-05,36455
Southwest Airlines Co.,2013-06-06,36455
Southwest Airlines Co.,2013-06-07,36455
Southwest Airlines Co.,2013-06-08,29128
Southwest Airlines Co.,2013-06-09,34333
Southwest Airlines Co.,2013-06-10,36455
Southwest Airlines Co.,2013-06-11,36455
Southwest Airlines Co.,2013-06-12,36455
Southwest Airlines Co.,2013-06-13,36455
Southwest Airlines Co.,2013-06-14,36455
Southwest Airlines Co.,2013-06-15,29128
Southwest Airlines Co.,2013-06-16,34333
Southwest Airlines Co.,2013-06-17,36455
Southwest Airlines Co.,2013-06-18,36455
Southwest Airlines Co.,2013-06-19,36455
Southwest Airlines Co.,2013-06-20,36455
Southwest Airlines Co.,2013-06-21,36455
Southwest Airlines Co.,2013-06-22,29128
Southwest Airlines Co.,2013-06-23,34333
Southwest Airlines Co.,2013-06-24,36455
Southwest Airlines Co.,2013-06-25,36455
Southwest Airlines Co.,2013-06-26,36455
Southwest Airlines Co.,2013-06-27,36455
Southwest Airlines Co.,2013-06-28,36455
Southwest Airlines Co.,2013-06-29,29128
Southwest Airlines Co.,2013-06-30,34333
Southwest Airlines Co.,2013-07-01,36455
Southwest Airlines Co.,2013-07-02,36455
Southwest Airlines Co.,2013-07-03,36455
Southwest Airlines Co.,2013-07-04,36455
Southwest Airlines Co.,2013-07-05,36455
Southwest Airlines Co.,2013-07-06,29128
Southwest Airlines Co.,2013-07-07,34333
Southwest Airlines Co.,2013-07-08,36455
Southwest Airlines Co.,2013-07-09,36455
Southwest Airlines Co.,2013-07-10,36455
Southwest Airlines Co.,2013-07-11,36455
Southwest Airlines Co.,2013-07-12,36455
Southwest Airlines Co.,2013-07-13,29128
Southwest Airlines Co.,2013-07-14,34333
Southwest Airlines Co.,2013-07-15,36455
Southwest Airlines Co.,2013-07-16,36455
Southwest Airlines Co.,2013-07-17,36455
Southwest Airlines Co.,2013-07-18,36455
Southwest Airlines Co.,2013-07-19,36455
Southwest Airlines Co.,2013-07-20,29128
Southwest Airlines Co.,2013-07-21,34333
Southwest Airlines Co.,2013-07-22,36455
Southwest Airlines Co.,2013-07-23,36455
Southwest Airlines Co.,2013-07-24,36455
Southwest Airlines Co.,2013-07-25,36455
Southwest Airlines Co.,2013-07-26,36455
Southwest Airlines Co.,2013-07-27,29128
Southwest Airlines Co.,2013-07-28,34333
Southwest Airlines Co.,2013-07-29,36455
Southwest Airlines Co.,2013-07-30,36455
Southwest Airlines Co.,2013-07-31,36455
Southwest Airlines Co.,2013-08-01,36455
Southwest Airlines Co.,2013-08-02,36455
Southwest Airlines Co.,2013-08-03,29128
Southwest Airlines Co.,2013-08-04,34333
Southwest Airlines Co.,2013-08-05,36455
Southwest Airlines Co.,2013-08-06,36455
Southwest Airlines Co.,2013-08-07,36455
Southwest Airlines Co.,2013-08-08,36455
Southwest Airlines Co.,2013-08-09,36455
Southwest Airlines Co.,2013-08-10,29128
Southwest Airlines Co.,2013-08-11,32857
Southwest Airlines Co.,2013-08-12,36455
Southwest Airlines Co.,2013-08-13,36455
Southwest Airlines Co.,2013-08-14,36455
Southwest Airlines Co.,2013-08-15,36455
Southwest Airlines Co.,2013-08-16,36455
Southwest Airlines Co.,2013-08-17,24225
Southwest Airlines Co.,2013-08-18,32857
Southwest Airlines Co.,2013-08-19,36455
Southwest Airlines Co.,2013-08-20,36455
Southwest Airlines Co.,2013-08-21,36455
Southwest Airlines Co.,2013-08-22,36455
Southwest Airlines Co.,2013-08-23,36455
Southwest Airlines Co.,2013-08-24,24225
Southwest Airlines Co.,2013-08-25,32857
Southwest Airlines Co.,2013-08-26,36455
Southwest Airlines Co.,2013-08-27,36455
Southwest Airlines Co.,2013-08-28,36455
Southwest Airlines Co.,2013-08-29,36455
Southwest Airlines Co.,2013-08-30,36455
Southwest Airlines Co.,2013-08-31,24225
Southwest Airlines Co.,2013-09-01,32857
Southwest Airlines Co.,2013-09-02,36455
Southwest Airlines Co.,2013-09-03,36455
Southwest Airlines Co.,2013-09-04,36455
Southwest Airlines Co.,2013-09-05,36455
Southwest Airlines Co.,2013-09-06,36455
Southwest Airlines Co.,2013-09-07,24225
Southwest Airlines Co.,2013-09-08,32857
Southwest Airlines Co.,2013-09-09,36455
Southwest Airlines Co.,2013-09-10,36455
Southwest Airlines Co.,2013-09-11,36455
Southwest Airlines Co.,2013-09-12,36455
Southwest Airlines Co.,2013-09-13,36455
Southwest Airlines Co.,2013-09-14,24225
Southwest Airlines Co.,2013-09-15,32857
Southwest Airlines Co.,2013-09-16,36455
Southwest Airlines Co.,2013-09-17,36455
Southwest Airlines Co.,2013-09-18,36455
Southwest Airlines Co.,2013-09-19,36455
Southwest Airlines Co.,2013-09-20,36455
Southwest Airlines Co.,2013-09-21,24225
Southwest Airlines Co.,2013-09-22,32857
Southwest Airlines Co.,2013-09-23,36455
Southwest Airlines Co.,2013-09-24,36455
Southwest Airlines Co.,2013-09-25,36455
Southwest Airlines Co.,2013-09-26,36455
Southwest Airlines Co.,2013-09-27,36455
Southwest Airlines Co.,2013-09-28,24225
Southwest Airlines Co.,2013-09-29,33595
Southwest Airlines Co.,2013-09-30,37343
Southwest Airlines Co.,2013-10-01,37343
Southwest Airlines Co.,2013-10-02,37343
Southwest Airlines Co.,2013-10-03,37343
Southwest Airlines Co.,2013-10-04,37343
Southwest Airlines Co.,2013-10-05,28196
Southwest Airlines Co.,2013-10-06,33595
Southwest Airlines Co.,2013-10-07,37343
Southwest Airlines Co.,2013-10-08,37343
Southwest Airlines Co.,2013-10-09,37343
Southwest Airlines Co.,2013-10-10,37343
Southwest Airlines Co.,2013-10-11,37343
Southwest Airlines Co.,2013-10-12,28196
Southwest Airlines Co.,2013-10-13,33595
Southwest Airlines Co.,2013-10-14,37343
Southwest Airlines Co.,2013-10-15,37343
Southwest Airlines Co.,2013-10-16,37343
Southwest Airlines Co.,2013-10-17,37343
Southwest Airlines Co.,2013-10-18,37343
Southwest Airlines Co.,2013-10-19,28196
Southwest Airlines Co.,2013-10-20,33595
Southwest Airlines Co.,2013-10-21,37343
Southwest Airlines Co.,2013-10-22,37343
Southwest Airlines Co.,2013-10-23,37343
Southwest Airlines Co.,2013-10-24,37343
Southwest Airlines Co.,2013-10-25,37343
Southwest Airlines Co.,2013-10-26,28196
Southwest Airlines Co.,2013-10-27,33595
Southwest Airlines Co.,2013-10-28,37343
Southwest Airlines Co.,2013-10-29,37343
Southwest Airlines Co.,2013-10-30,37343
Southwest Airlines Co.,2013-10-31,37343
Southwest Airlines Co.,2013-11-01,37343
Southwest Airlines Co.,2013-11-02,26583
Southwest Airlines Co.,2013-11-03,31155
Southwest Airlines Co.,2013-11-04,38105
Southwest Airlines Co.,2013-11-05,38105
Southwest Airlines Co.,2013-11-06,38105
Southwest Airlines Co.,2013-11-07,38105
Southwest Airlines Co.,2013-11-08,38105
Southwest Airlines Co.,2013-11-09,25686
Southwest Airlines Co.,2013-11-10,31155
Southwest Airlines Co.,2013-11-11,38105
Southwest Airlines Co.,2013-11-12,38105
Southwest Airlines Co.,2013-11-13,38105
Southwest Airlines Co.,2013-11-14,38105
Southwest Airlines Co.,2013-11-15,38105
Southwest Airlines Co.,2013-11-16,25686
Southwest Airlines Co.,2013-11-17,31155
Southwest Airlines Co.,2013-11-18,38105
Southwest Airlines Co.,2013-11-19,38105
Southwest Airlines Co.,2013-11-20,38105
Southwest Airlines Co.,2013-11-21,38105
Southwest Airlines Co.,2013-11-22,38105
Southwest Airlines Co.,2013-11-23,25686
Southwest Airlines Co.,2013-11-24,31155
Southwest Airlines Co.,2013-11-25,38105
Southwest Airlines Co.,2013-11-26,38105
Southwest Airlines Co.,2013-11-27,38105
Southwest Airlines Co.,2013-11-28,26118
Southwest Airlines Co.,2013-11-29,26805
Southwest Airlines Co.,2013-11-30,36479
Southwest Airlines Co.,2013-12-01,38105
Southwest Airlines Co.,2013-12-02,38105
Southwest Airlines Co.,2013-12-03,38105
Southwest Airlines Co.,2013-12-04,38105
Southwest Airlines Co.,2013-12-05,38105
Southwest Airlines Co.,2013-12-06,38105
Southwest Airlines Co.,2013-12-07,25686
Southwest Airlines Co.,2013-12-08,31155
Southwest Airlines Co.,2013-12-09,38105
Southwest Airlines Co.,2013-12-10,38105
Southwest Airlines Co.,2013-12-11,38105
Southwest Airlines Co.,2013-12-12,38105
Southwest Airlines Co.,2013-12-13,38105
Southwest Airlines Co.,2013-12-14,25686
Southwest Airlines Co.,2013-12-15,31155
Southwest Airlines Co.,2013-12-16,38105
Southwest Airlines Co.,2013-12-17,38105
Southwest Airlines Co.,2013-12-18,38105
Southwest Airlines Co.,2013-12-19,38105
Southwest Airlines Co.,2013-12-20,38105
Southwest Airlines Co.,2013-12-21,36479
Southwest Airlines Co.,2013-12-22,31155
Southwest Airlines Co.,2013-12-23,38105
Southwest Airlines Co.,2013-12-24,32553
Southwest Airlines Co.,2013-12-25,31324
Southwest Airlines Co.,2013-12-26,38105
Southwest Airlines Co.,2013-12-27,38105
Southwest Airlines Co.,2013-12-28,36479
Southwest Airlines Co.,2013-12-29,31155
Southwest Airlines Co.,2013-12-30,38105
Southwest Airlines Co.,2013-12-31,32722
US Airways Inc.,2013-01-01,26661
US Airways Inc.,2013-01-02,29217
US Airways Inc.,2013-01-03,29217
US Airways Inc.,2013-01-04,29217
US Airways Inc.,2013-01-05,28069
US Airways Inc.,2013-01-06,27918
US Airways Inc.,2013-01-07,28552
US Airways Inc.,2013-01-08,25339
US Airways Inc.,2013-01-09,30073
US Airways Inc.,2013-01-10,30073
US Airways Inc.,2013-01-11,30073
US Airways Inc.,2013-01-12,22321
US Airways Inc.,2013-01-13,25765
US Airways Inc.,2013-01-14,29096
US Airways Inc.,2013-01-15,25339
US Airways Inc.,2013-01-16,30073
US Airways Inc.,2013-01-17,30073
US Airways Inc.,2013-01-18,30073
US Airways Inc.,2013-01-19,21769
US Airways Inc.,2013-01-20,23929
US Airways Inc.,2013-01-21,27748
US Airways Inc.,2013-01-22,25339
US Airways Inc.,2013-01-23,30073
US Airways Inc.,2013-01-24,30073
US Airways Inc.,2013-01-25,30073
US Airways Inc.,2013-01-26,22321
US Airways Inc.,2013-01-27,25765
US Airways Inc.,2013-01-28,29096
US Airways Inc.,2013-01-29,25339
US Airways Inc.,2013-01-30,30073
US Airways Inc.,2013-01-31,30073
US Airways Inc.,2013-02-01,30073
US Airways Inc.,2013-02-02,22321
US Airways Inc.,2013-02-03,25765
US Airways Inc.,2013-02-04,29096
US Airways Inc.,2013-02-05,25339
US Airways Inc.,2013-02-06,30073
US Airways Inc.,2013-02-07,30073
US Airways Inc.,2013-02-08,30073
US Airways Inc.,2013-02-09,22321
US Airways Inc.,2013-02-10,26835
US Airways Inc.,2013-02-11,29096
US Airways Inc.,2013-02-12,24810
US Airways Inc.,2013-02-13,30073
US Airways Inc.,2013-02-14,32226
US Airways Inc.,2013-02-15,32132
US Airways Inc.,2013-02-16,25961
US Airways Inc.,2013-02-17,28804
US Airways Inc.,2013-02-18,30660
US Airways Inc.,2013-02-19,32132
US Airways Inc.,2013-02-20,32132
US Airways Inc.,2013-02-21,32132
US Airways Inc.,2013-02-22,32132
US Airways Inc.,2013-02-23,26513
US Airways Inc.,2013-02-24,28988
US Airways Inc.,2013-02-25,32132
US Airways Inc.,2013-02-26,32132
US Airways Inc.,2013-02-27,32132
US Airways Inc.,2013-02-28,32132
US Airways Inc.,2013-03-01,32132
US Airways Inc.,2013-03-02,26513
US Airways Inc.,2013-03-03,28543
US Airways Inc.,2013-03-04,32132
US Airways Inc.,2013-03-05,32132
US Airways Inc.,2013-03-06,32132
US Airways Inc.,2013-03-07,32132
US Airways Inc.,2013-03-08,32132
US Airways Inc.,2013-03-09,26513
US Airways Inc.,2013-03-10,28543
US Airways Inc.,2013-03-11,32132
US Airways Inc.,2013-03-12,32132
US Airways Inc.,2013-03-13,32132
US Airways Inc.,2013-03-14,32132
US Airways Inc.,2013-03-15,32132
US Airways Inc.,2013-03-16,26513
US Airways Inc.,2013-03-17,28543
US Airways Inc.,2013-03-18,32132
US Airways Inc.,2013-03-19,32132
US Airways Inc.,2013-03-20,32132
US Airways Inc.,2013-03-21,32132
US Airways Inc.,2013-03-22,32132
US Airways Inc.,2013-03-23,26513
US Airways Inc.,2013-03-24,28543
US Airways Inc.,2013-03-25,32132
US Airways Inc.,2013-03-26,32132
US Airways Inc.,2013-03-27,32132
US Airways Inc.,2013-03-28,32132
US Airways Inc.,2013-03-29,32132
US Airways Inc.,2013-03-30,25969
US Airways Inc.,2013-03-31,28543
US Airways Inc.,2013-04-01,32132
US Airways Inc.,2013-04-02,32132
US Airways Inc.,2013-04-03,32132
US Airways Inc.,2013-04-04,32132
US Airways Inc.,2013-04-05,32132
US Airways Inc.,2013-04-06,25969
US Airways Inc.,2013-04-07,28543
US Airways Inc.,2013-04-08,32132
US Airways Inc.,2013-04-09,31684
US Airways Inc.,2013-04-10,32228
US Airways Inc.,2013-04-11,32228
US Airways Inc.,2013-04-12,32228
US Airways Inc.,2013-04-13,27054
US Airways Inc.,2013-04-14,29276
US Airways Inc.,2013-04-15,34361
US Airways Inc.,2013-04-16,32228
US Airways Inc.,2013-04-17,32228
US Airways Inc.,2013-04-18,32228
US Airways Inc.,2013-04-19,32228
US Airways Inc.,2013-04-20,27054
US Airways Inc.,2013-04-21,29276
US Airways Inc.,2013-04-22,32228
US Airways Inc.,2013-04-23,32228
US Airways Inc.,2013-04-24,32228
US Airways Inc.,2013-04-25,32228
US Airways Inc.,2013-04-26,32228
US Airways Inc.,2013-04-27,27054
US Airways Inc.,2013-04-28,29276
US Airways Inc.,2013-04-29,32228
US Airways Inc.,2013-04-30,32228
US Airways Inc.,2013-05-01,32228
US Airways Inc.,2013-05-02,32228
US Airways Inc.,2013-05-03,32228
US Airways Inc.,2013-05-04,27054
US Airways Inc.,2013-05-05,29180
US Airways Inc.,2013-05-06,32324
US Airways Inc.,2013-05-07,32324
US Airways Inc.,2013-05-08,32324
US Airways Inc.,2013-05-09,32324
US Airways Inc.,2013-05-10,32324
US Airways Inc.,2013-05-11,27150
US Airways Inc.,2013-05-12,29180
US Airways Inc.,2013-05-13,32324
US Airways Inc.,2013-05-14,32324
US Airways Inc.,2013-05-15,32324
US Airways Inc.,2013-05-16,32324
US Airways Inc.,2013-05-17,32324
US Airways Inc.,2013-05-18,27150
US Airways Inc.,2013-05-19,29180
US Airways Inc.,2013-05-20,32324
US Airways Inc.,2013-05-21,32324
US Airways Inc.,2013-05-22,32324
US Airways Inc.,2013-05-23,34457
US Airways Inc.,2013-05-24,32985
US Airways Inc.,2013-05-25,28190
US Airways Inc.,2013-05-26,27646
US Airways Inc.,2013-05-27,31577
US Airways Inc.,2013-05-28,34457
US Airways Inc.,2013-05-29,34457
US Airways Inc.,2013-05-30,34457
US Airways Inc.,2013-05-31,34457
US Airways Inc.,2013-06-01,28742
US Airways Inc.,2013-06-02,30772
US Airways Inc.,2013-06-03,34457
US Airways Inc.,2013-06-04,34457
US Airways Inc.,2013-06-05,34457
US Airways Inc.,2013-06-06,34457
US Airways Inc.,2013-06-07,34457
US Airways Inc.,2013-06-08,28646
US Airways Inc.,2013-06-09,30772
US Airways Inc.,2013-06-10,34457
US Airways Inc.,2013-06-11,34457
US Airways Inc.,2013-06-12,34457
US Airways Inc.,2013-06-13,34457
US Airways Inc.,2013-06-14,34457
US Airways Inc.,2013-06-15,28646
US Airways Inc.,2013-06-16,30772
US Airways Inc.,2013-06-17,34457
US Airways Inc.,2013-06-18,34457
US Airways Inc.,2013-06-19,34457
US Airways Inc.,2013-06-20,34457
US Airways Inc.,2013-06-21,34457
US Airways Inc.,2013-06-22,28646
US Airways Inc.,2013-06-23,30772
US Airways Inc.,2013-06-24,34457
US Airways Inc.,2013-06-25,34457
US Airways Inc.,2013-06-26,34457
US Airways Inc.,2013-06-27,34457
US Airways Inc.,2013-06-28,34457
US Airways Inc.,2013-06-29,28646
US Airways Inc.,2013-06-30,30772
US Airways Inc.,2013-07-01,34457
US Airways Inc.,2013-07-02,34457
US Airways Inc.,2013-07-03,34457
US Airways Inc.,2013-07-04,22927
US Airways Inc.,2013-07-05,29381
US Airways Inc.,2013-07-06,28190
US Airways Inc.,2013-07-07,30986
US Airways Inc.,2013-07-08,34457
US Airways Inc.,2013-07-09,34457
US Airways Inc.,2013-07-10,34457
US Airways Inc.,2013-07-11,34457
US Airways Inc.,2013-07-12,34457
US Airways Inc.,2013-07-13,28646
US Airways Inc.,2013-07-14,30772
US Airways Inc.,2013-07-15,34457
US Airways Inc.,2013-07-16,34457
US Airways Inc.,2013-07-17,34457
US Airways Inc.,2013-07-18,34457
US Airways Inc.,2013-07-19,34457
US Airways Inc.,2013-07-20,28646
US Airways Inc.,2013-07-21,30772
US Airways Inc.,2013-07-22,34457
US Airways Inc.,2013-07-23,34457
US Airways Inc.,2013-07-24,34457
US Airways Inc.,2013-07-25,34457
US Airways Inc.,2013-07-26,34457
US Airways Inc.,2013-07-27,28663
US Airways Inc.,2013-07-28,30772
US Airways Inc.,2013-07-29,34457
US Airways Inc.,2013-07-30,34457
US Airways Inc.,2013-07-31,34457
US Airways Inc.,2013-08-01,34457
US Airways Inc.,2013-08-02,34457
US Airways Inc.,2013-08-03,28646
US Airways Inc.,2013-08-04,30772
US Airways Inc.,2013-08-05,34457
US Airways Inc.,2013-08-06,34457
US Airways Inc.,2013-08-07,34457
US Airways Inc.,2013-08-08,34457
US Airways Inc.,2013-08-09,34457
US Airways Inc.,2013-08-10,28646
US Airways Inc.,2013-08-11,30772
US Airways Inc.,2013-08-12,34457
US Airways Inc.,2013-08-13,34457
US Airways Inc.,2013-08-14,34457
US Airways Inc.,2013-08-15,34457
US Airways Inc.,2013-08-16,34457
US Airways Inc.,2013-08-17,28646
US Airways Inc.,2013-08-18,30772
US Airways Inc.,2013-08-19,34457
US Airways Inc.,2013-08-20,28038
US Airways Inc.,2013-08-21,32324
US Airways Inc.,2013-08-22,32324
US Airways Inc.,2013-08-23,32324
US Airways Inc.,2013-08-24,27054
US Airways Inc.,2013-08-25,28206
US Airways Inc.,2013-08-26,30710
US Airways Inc.,2013-08-27,28038
US Airways Inc.,2013-08-28,32324
US Airways Inc.,2013-08-29,32324
US Airways Inc.,2013-08-30,30270
US Airways Inc.,2013-08-31,20602
US Airways Inc.,2013-09-01,23579
US Airways Inc.,2013-09-02,26773
US Airways Inc.,2013-09-03,28038
US Airways Inc.,2013-09-04,32865
US Airways Inc.,2013-09-05,32865
US Airways Inc.,2013-09-06,32865
US Airways Inc.,2013-09-07,22581
US Airways Inc.,2013-09-08,28747
US Airways Inc.,2013-09-09,31792
US Airways Inc.,2013-09-10,28035
US Airways Inc.,2013-09-11,32865
US Airways Inc.,2013-09-12,32865
US Airways Inc.,2013-09-13,32865
US Airways Inc.,2013-09-14,22581
US Airways Inc.,2013-09-15,28747
US Airways Inc.,2013-09-16,31792
US Airways Inc.,2013-09-17,28035
US Airways Inc.,2013-09-18,34998
US Airways Inc.,2013-09-19,32865
US Airways Inc.,2013-09-20,32865
US Airways Inc.,2013-09-21,22581
US Airways Inc.,2013-09-22,28747
US Airways Inc.,2013-09-23,31792
US Airways Inc.,2013-09-24,28035
US Airways Inc.,2013-09-25,32865
US Airways Inc.,2013-09-26,32865
US Airways Inc.,2013-09-27,32865
US Airways Inc.,2013-09-28,22581
US Airways Inc.,2013-09-29,28747
US Airways Inc.,2013-09-30,31792
US Airways Inc.,2013-10-01,28035
US Airways Inc.,2013-10-02,32865
US Airways Inc.,2013-10-03,32865
US Airways Inc.,2013-10-04,35018
US Airways Inc.,2013-10-05,29204
US Airways Inc.,2013-10-06,30900
US Airways Inc.,2013-10-07,35018
US Airways Inc.,2013-10-08,35018
US Airways Inc.,2013-10-09,35018
US Airways Inc.,2013-10-10,35018
US Airways Inc.,2013-10-11,34436
US Airways Inc.,2013-10-12,24550
US Airways Inc.,2013-10-13,31509
US Airways Inc.,2013-10-14,33700
US Airways Inc.,2013-10-15,35018
US Airways Inc.,2013-10-16,35018
US Airways Inc.,2013-10-17,35018
US Airways Inc.,2013-10-18,35018
US Airways Inc.,2013-10-19,29204
US Airways Inc.,2013-10-20,30900
US Airways Inc.,2013-10-21,35018
US Airways Inc.,2013-10-22,35018
US Airways Inc.,2013-10-23,35018
US Airways Inc.,2013-10-24,35018
US Airways Inc.,2013-10-25,35018
US Airways Inc.,2013-10-26,29204
US Airways Inc.,2013-10-27,30900
US Airways Inc.,2013-10-28,34041
US Airways Inc.,2013-10-29,35018
US Airways Inc.,2013-10-30,35018
US Airways Inc.,2013-10-31,30732
US Airways Inc.,2013-11-01,37151
US Airways Inc.,2013-11-02,29748
US Airways Inc.,2013-11-03,30900
US Airways Inc.,2013-11-04,34041
US Airways Inc.,2013-11-05,35018
US Airways Inc.,2013-11-06,35018
US Airways Inc.,2013-11-07,35018
US Airways Inc.,2013-11-08,35018
US Airways Inc.,2013-11-09,29748
US Airways Inc.,2013-11-10,30900
US Airways Inc.,2013-11-11,34041
US Airways Inc.,2013-11-12,35018
US Airways Inc.,2013-11-13,35018
US Airways Inc.,2013-11-14,35018
US Airways Inc.,2013-11-15,35018
US Airways Inc.,2013-11-16,29748
US Airways Inc.,2013-11-17,30900
US Airways Inc.,2013-11-18,34041
US Airways Inc.,2013-11-19,35018
US Airways Inc.,2013-11-20,35018
US Airways Inc.,2013-11-21,35018
US Airways Inc.,2013-11-22,34834
US Airways Inc.,2013-11-23,29748
US Airways Inc.,2013-11-24,30716
US Airways Inc.,2013-11-25,34041
US Airways Inc.,2013-11-26,36632
US Airways Inc.,2013-11-27,33428
US Airways Inc.,2013-11-28,15759
US Airways Inc.,2013-11-29,19312
US Airways Inc.,2013-11-30,30672
US Airways Inc.,2013-12-01,34526
US Airways Inc.,2013-12-02,35018
US Airways Inc.,2013-12-03,33500
US Airways Inc.,2013-12-04,32865
US Airways Inc.,2013-12-05,32865
US Airways Inc.,2013-12-06,32865
US Airways Inc.,2013-12-07,21695
US Airways Inc.,2013-12-08,28651
US Airways Inc.,2013-12-09,27061
US Airways Inc.,2013-12-10,27061
US Airways Inc.,2013-12-11,32865
US Airways Inc.,2013-12-12,32865
US Airways Inc.,2013-12-13,32865
US Airways Inc.,2013-12-14,21695
US Airways Inc.,2013-12-15,28651
US Airways Inc.,2013-12-16,27061
US Airways Inc.,2013-12-17,27061
US Airways Inc.,2013-12-18,32865
US Airways Inc.,2013-12-19,34823
US Airways Inc.,2013-12-20,36223
US Airways Inc.,2013-12-21,31513
US Airways Inc.,2013-12-22,32426
US Airways Inc.,2013-12-23,34639
US Airways Inc.,2013-12-24,29693
US Airways Inc.,2013-12-25,30785
US Airways Inc.,2013-12-26,31911
US Airways Inc.,2013-12-27,32007
US Airways Inc.,2013-12-28,30357
US Airways Inc.,2013-12-29,30738
US Airways Inc.,2013-12-30,32007
US Airways Inc.,2013-12-31,31211
United Air Lines Inc.,2013-01-01,246921
United Air Lines Inc.,2013-01-02,255911
United Air Lines Inc.,2013-01-03,232589
United Air Lines Inc.,2013-01-04,233668
United Air Lines Inc.,2013-01-05,182048
United Air Lines Inc.,2013-01-06,206691
United Air Lines Inc.,2013-01-07,227227
United Air Lines Inc.,2013-01-08,226732
United Air Lines Inc.,2013-01-09,223054
United Air Lines Inc.,2013-01-10,227846
United Air Lines Inc.,2013-01-11,226556
United Air Lines Inc.,2013-01-12,173899
United Air Lines Inc.,2013-01-13,202966
United Air Lines Inc.,2013-01-14,225619
United Air Lines Inc.,2013-01-15,224167
United Air Lines Inc.,2013-01-16,225619
United Air Lines Inc.,2013-01-17,225619
United Air Lines Inc.,2013-01-18,225619
United Air Lines Inc.,2013-01-19,173669
United Air Lines Inc.,2013-01-20,202966
United Air Lines Inc.,2013-01-21,225619
United Air Lines Inc.,2013-01-22,224167
United Air Lines Inc.,2013-01-23,225619
United Air Lines Inc.,2013-01-24,225619
United Air Lines Inc.,2013-01-25,225619
United Air Lines Inc.,2013-01-26,173669
United Air Lines Inc.,2013-01-27,202966
United Air Lines Inc.,2013-01-28,225619
United Air Lines Inc.,2013-01-29,224167
United Air Lines Inc.,2013-01-30,225619
United Air Lines Inc.,2013-01-31,229120
United Air Lines Inc.,2013-02-01,227364
United Air Lines Inc.,2013-02-02,175284
United Air Lines Inc.,2013-02-03,205300
United Air Lines Inc.,2013-02-04,229363
United Air Lines Inc.,2013-02-05,226067
United Air Lines Inc.,2013-02-06,225619
United Air Lines Inc.,2013-02-07,227953
United Air Lines Inc.,2013-02-08,227953
United Air Lines Inc.,2013-02-09,175543
United Air Lines Inc.,2013-02-10,202247
United Air Lines Inc.,2013-02-11,226556
United Air Lines Inc.,2013-02-12,224167
United Air Lines Inc.,2013-02-13,229254
United Air Lines Inc.,2013-02-14,240044
United Air Lines Inc.,2013-02-15,235943
United Air Lines Inc.,2013-02-16,196541
United Air Lines Inc.,2013-02-17,220333
United Air Lines Inc.,2013-02-18,237431
United Air Lines Inc.,2013-02-19,232888
United Air Lines Inc.,2013-02-20,235406
